name,url,tvg-id,tvg-name,tvg-logo,group-title
叱咤903「電台」,https://iptv.1989.click/hkg/t7ktdz?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/商業電台%20叱咤903.webp,
AM864「電台」,https://iptv.1989.click/hkg/n222ez?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/商業電台%20AM864.webp,
HOY 國際財經台,https://hoytv-live-stream.hoy.tv/ch76/index-fhd.m3u8,,,https://iptv.1989.click/logo/HOY%20國際財經台.webp,
HOY TV,https://hoytv-live-stream.hoy.tv/ch77/index-fhd.m3u8,,,https://iptv.1989.click/logo/HOY%20TV.webp,
HOY 資訊台,https://hoytv-live-stream.hoy.tv/ch78/index-fhd.m3u8,,,https://iptv.1989.click/logo/HOY%20資訊台.webp,
RTHK 31,https://rthktv31-live.akamaized.net/hls/live/2036818/RTHKTV31/stream5/streamPlaylist.m3u8,,,https://iptv.1989.click/logo/RTHK31.webp,
RTHK 32,https://rthktv32-live.akamaized.net/hls/live/2036819/RTHKTV32/stream5/streamPlaylist.m3u8,,,https://iptv.1989.click/logo/RTHK32.webp,
RTHK 33,https://rthktv33-live.akamaized.net/hls/live/2101641/RTHKTV33/stream05/streamPlaylist.m3u8,,,https://iptv.1989.click/logo/RTHK33.webp,
澳門衛星,https://live5.tdm.com.mo/ch3/ch3.live/playlist.m3u8,,,https://iptv.1989.click/logo/澳門衛星.webp,
澳門葡文,https://live5.tdm.com.mo/ch2/ch2.live/playlist.m3u8,,,https://iptv.1989.click/logo/澳門葡萄牙.webp,
澳視澳門,https://live5.tdm.com.mo/ch1/ch1.live/playlist.m3u8,,,https://iptv.1989.click/logo/澳視澳門.webp,
澳門資訊,https://live5.tdm.com.mo/ch5/info_ch5.live/playlist.m3u8,,,https://iptv.1989.click/logo/澳門資訊.webp,
澳門體育,https://live5.tdm.com.mo/ch4/sport_ch4.live/playlist.m3u8,,,https://iptv.1989.click/logo/澳門體育.webp,
澳門綜藝,https://live5.tdm.com.mo/ch6/hd_ch6.live/playlist.m3u8,,,https://iptv.1989.click/logo/澳門綜藝.webp,
緯來日本「Relay」,https://iptv.1989.click/tw/u3cacq?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/緯來日本台.webp,
緯來體育「Relay」,https://iptv.1989.click/tw/t83gh8?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/緯來體育台.webp,
緯來電影「Relay」,https://iptv.1989.click/tw/uf2kvv?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/緯來電影台.webp,
緯來綜合「Relay」,https://iptv.1989.click/tw/q3ej6h?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/緯來綜合台.webp,
緯來戲劇「Relay」,https://iptv.1989.click/tw/crk2qy?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/緯來戲劇台.webp,
緯來育樂「Relay」,https://iptv.1989.click/tw/2qwvbz?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/緯來育樂台.webp,
愛爾達體育 一,https://iptv.1989.click/tw/zwrbz3?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/愛爾達體育1台.webp,
愛爾達體育 二,https://iptv.1989.click/tw/3jat9p?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/愛爾達體育2台.webp,
DAZN 1,https://iptv.1989.click/tw/tkxwnw?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/DAZN%201.webp,
DAZN 2,https://iptv.1989.click/tw/vzb9xv?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/DAZN%202.webp,
年代新聞「Relay」,https://iptv.1989.click/tw/7s6yff?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/年代新聞台.webp,
中天亞洲「Relay」,https://iptv.1989.click/tw/zex2ee?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/中天亞洲台.webp,
中天綜合「Relay」,https://iptv.1989.click/tw/jjdrhj?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/中天綜合台.webp,
中天娛樂「Relay」,https://iptv.1989.click/tw/yr29au?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/中天娛樂台.webp,
東森電影「Relay」,https://iptv.1989.click/tw/y59xqx?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/東森電影台.webp,
東森洋片「Relay」,https://iptv.1989.click/tw/e394es?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/東森洋片台.webp,
東森綜合「Relay」,https://iptv.1989.click/tw/mrmvdk?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/東森綜合台.webp,
東森戲劇「Relay」,https://iptv.1989.click/tw/e2ut6p?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/東森戲劇台.webp,
東森幼幼「Relay」,https://iptv.1989.click/tw/ybj9xg?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/東森幼幼台.webp,
台視「Relay」,https://iptv.1989.click/tw/2gg8d4?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/台視.webp,
動物星球「Relay」,https://iptv.1989.click/tw/sm44b6?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/動物星球.webp,
CATCHPLAY 電影「Relay」,https://iptv.1989.click/tw/98grgn?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/CATCHPLAY電影台.webp,
龍祥時代「Relay」,https://iptv.1989.click/tw/hqrmh2?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/龍祥時代.webp,
CINEMAX「Relay」,https://iptv.1989.click/tw/c8j97b?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/CINEMAX.webp,
好萊塢電影「Relay」,https://iptv.1989.click/tw/cchpfb?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/好萊塢電影台.webp,
MTV綜合台「Relay」,https://iptv.1989.click/tw/7g349a?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/MTV綜合台.webp,
博斯運動 一「4gTV」,https://iptv.1989.click/4gtv/m7cc8e?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/博斯運動一台.webp,
博斯運動 二「4gTV」,https://iptv.1989.click/4gtv/whd8ru?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/博斯運動二台.webp,
博斯無限 一「4gTV」,https://iptv.1989.click/4gtv/8qzvkn?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/博斯無限台.webp,
博斯無限 二「4gTV」,https://iptv.1989.click/4gtv/3texgh?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/博斯無限二台.webp,
博斯高球 一「4gTV」,https://iptv.1989.click/4gtv/pwzc3y?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/博斯高球台.webp,
博斯高球 二「4gTV」,https://iptv.1989.click/4gtv/wvyxfj?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/博斯高球二台.webp,
博斯網球「4gTV」,https://iptv.1989.click/4gtv/gm9ufb?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/博斯網球台.webp,
博斯魅力「4gTV」,https://iptv.1989.click/4gtv/fv2sxt?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/博斯魅力台.webp,
中視「4gTV」,https://iptv.1989.click/4gtv/wst8xv?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/中視.webp,
中視新聞「4gTV」,https://iptv.1989.click/4gtv/engmuz?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/中視新聞.webp,
東森新聞「4gTV」,https://iptv.1989.click/4gtv/gex64t?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/東森新聞台.webp,
東森財經「4gTV」,https://iptv.1989.click/4gtv/xtt8p5?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/東森財經新聞台.webp,
TVBS「4gTV」,https://iptv.1989.click/4gtv/k7ehtq?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/TVBS.webp,
TVBS 新聞「4gTV」,https://iptv.1989.click/4gtv/hgptfb?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/TVBS新聞.webp,
TVBS 歡樂「4gTV」,https://iptv.1989.click/4gtv/gkukpx?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/TVBS歡樂台.webp,
TVBS 精采「4gTV」,https://iptv.1989.click/4gtv/p6p5mb?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/TVBS精采台.webp,
靖天國際「4gTV」,https://iptv.1989.click/4gtv/vz6kbr?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/KLT-靖天國際台.webp,
靖天歡樂「4gTV」,https://iptv.1989.click/4gtv/xd2hyf?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/Nice%20TV靖天歡樂台.webp,
靖天映畫「4gTV」,https://iptv.1989.click/4gtv/dvj864?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/靖天映畫.webp,
靖天戲劇「4gTV」,https://iptv.1989.click/4gtv/82tpj9?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/靖天戲劇台.webp,
靖天日本「4gTV」,https://iptv.1989.click/4gtv/gmk397?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/靖天日本台.webp,
靖天綜合「4gTV」,https://iptv.1989.click/4gtv/gscyab?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/靖天綜合台.webp,
靖天育樂「4gTV」,https://iptv.1989.click/4gtv/h9jgwu?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/靖天育樂台.webp,
靖天資訊「4gTV」,https://iptv.1989.click/4gtv/m3tk4c?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/靖天資訊台.webp,
靖天電影「4gTV」,https://iptv.1989.click/4gtv/xpwggd?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/靖天電影台.webp,
靖天卡通「4gTV」,https://iptv.1989.click/4gtv/2azmah?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/靖天卡通台.webp,
靖洋卡通「4gTV」,https://iptv.1989.click/4gtv/b7429j?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/靖洋卡通台Nice%20Bingo.webp,
靖洋戲劇「4gTV」,https://iptv.1989.click/4gtv/qhbm6z?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/靖洋戲劇台.webp,
八大精彩「4gTV」,https://iptv.1989.click/4gtv/97pqkx?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/八大精彩台.webp,
八大綜藝「4gTV」,https://iptv.1989.click/4gtv/evwpj3?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/八大綜藝台.webp,
公視戲劇「4gTV」,https://iptv.1989.click/4gtv/at7qm9?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/公視戲劇.webp,
寰宇新聞「4gTV」,https://iptv.1989.click/4gtv/qksvk7?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/寰宇新聞台.webp,
寰宇新聞台灣「4gTV」,https://iptv.1989.click/4gtv/2zvdqh?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/寰宇新聞台灣台.webp,
華視「4gTV」,https://iptv.1989.click/4gtv/2ehyjv?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/華視.webp,
華視新聞「4gTV」,https://iptv.1989.click/4gtv/x8chzh?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/華視新聞.webp,
民視「4gTV」,https://iptv.1989.click/4gtv/t8xzqk?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/民視.webp,
民視台灣「4gTV」,https://iptv.1989.click/4gtv/s4kctj?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/民視台灣台.webp,
民視影劇「4gTV」,https://iptv.1989.click/4gtv/9nszfr?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/民視影劇台.webp,
民視新聞「4gTV」,https://iptv.1989.click/4gtv/ejzqys?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/民視新聞台.webp,
民視旅遊「4gTV」,https://iptv.1989.click/4gtv/j5pz6z?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/民視旅遊台.webp,
民視第一「4gTV」,https://iptv.1989.click/4gtv/se8bzp?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/民視第一台.webp,
民視綜藝「4gTV」,https://iptv.1989.click/4gtv/3f6rwa?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/民視綜藝台.webp,
三立綜合「4gTV」,https://iptv.1989.click/4gtv/cxjzaj?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/三立綜合台.webp,
三立新聞iNEWS「4gTV」,https://iptv.1989.click/4gtv/w5tr6k?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/三立新聞iNEWS.webp,
INULTRA「4gTV」,https://iptv.1989.click/4gtv/wz7f5g?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/INULTRA.webp,
愛爾達生活旅遊「4gTV」,https://iptv.1989.click/4gtv/au88h6?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/愛爾達生活旅遊台.webp,
鏡電視新聞「4gTV」,https://iptv.1989.click/4gtv/tr6b3c?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/鏡電視新聞台.webp,
半島國際新聞「4gTV」,https://iptv.1989.click/4gtv/9cjzpw?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/半島國際新聞台.webp,
DW 德國之聲「4gTV」,https://iptv.1989.click/4gtv/7d2a7w?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/DW.webp,
France 24「4gTV」,https://iptv.1989.click/4gtv/7hs5sm?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/France%2024.webp,
NHK 新聞資訊「4gTV」,https://iptv.1989.click/4gtv/cgjst8?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/NHK%20World-Japan.webp,
CNBC Asia 財經「4gTV」,https://iptv.1989.click/4gtv/sucyks?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/CNBC%20Asia%20財經台.webp,
SBN 全球財經「4gTV」,https://iptv.1989.click/4gtv/cu82nb?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/SBN全球財經台.webp,
Bloomberg TV「4gTV」,https://iptv.1989.click/4gtv/r3a8sv?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/Bloomberg%20TV.webp,
亞洲旅遊「4gTV」,https://iptv.1989.click/4gtv/qczrk4?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/亞洲旅遊台.webp,
時尚運動X「4gTV」,https://iptv.1989.click/4gtv/xqfn4a?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/時尚運動X.webp,
智林體育「4gTV」,https://iptv.1989.click/4gtv/k4vsth?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/智林體育台.webp,
amc電影台「4gTV」,https://iptv.1989.click/4gtv/4w6yky?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/amc電影台.webp,
MCE 我的歐洲電影「4gTV」,https://iptv.1989.click/4gtv/vp5pza?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/My%20Cinema%20Europe%20我的歐洲電影.webp,
影迷數位電影「4gTV」,https://iptv.1989.click/4gtv/wkmgzu?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/影迷數位電影台.webp,
影迷數位紀實「4gTV」,https://iptv.1989.click/4gtv/pjqf9c?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/影迷數位紀實台.webp,
